name,released,steam_id,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre,Platform
Wreckfest 2,2025-03-20,1203190.0,29.99,30420.0,1014.0,20641.0,74.458,Racing,Bugbear,THQ Nordic,AA,584000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Automobile Sim', 'Racing', 'Driving', 'First-Person', 'Third-Person', 'Destruction', 'Combat Racing', 'Vehicular Combat', '3D', 'Physics', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,PC
Wreckfest 2,2025-03-20,1203190.0,29.99,30420.0,1014.0,20641.0,74.458,Racing,Bugbear,THQ Nordic,AA,584000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Automobile Sim', 'Racing', 'Driving', 'First-Person', 'Third-Person', 'Destruction', 'Combat Racing', 'Vehicular Combat', '3D', 'Physics', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,PlayStation
Wreckfest 2,2025-03-20,1203190.0,29.99,30420.0,1014.0,20641.0,74.458,Racing,Bugbear,THQ Nordic,AA,584000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Automobile Sim', 'Racing', 'Driving', 'First-Person', 'Third-Person', 'Destruction', 'Combat Racing', 'Vehicular Combat', '3D', 'Physics', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,Xbox
WWE 2K25,2025-03-13,2878960.0,59.99,36360.0,1212.0,6065.0,63.119,"Simulation, Sports",Visual Concepts,2K,AAA,1700000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'Co-op', 'Fighting', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Local Co-Op', '3D Fighter', 'Wrestling', '3D', 'Sandbox', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,PC
WWE 2K25,2025-03-13,2878960.0,59.99,36360.0,1212.0,6065.0,63.119,"Simulation, Sports",Visual Concepts,2K,AAA,1700000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'Co-op', 'Fighting', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Local Co-Op', '3D Fighter', 'Wrestling', '3D', 'Sandbox', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,PlayStation
WWE 2K25,2025-03-13,2878960.0,59.99,36360.0,1212.0,6065.0,63.119,"Simulation, Sports",Visual Concepts,2K,AAA,1700000.0,"['Simulation', 'Singleplayer', 'Multiplayer', 'Sports', 'Controller', 'Co-op', 'Fighting', 'Online Co-Op', 'Character Customization', 'Local Multiplayer', 'Local Co-Op', '3D Fighter', 'Wrestling', '3D', 'Sandbox', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,Xbox
Rise of the Ronin,2025-03-11,1340990.0,49.99,123000.0,4085.0,25393.0,51.75,"Action, Adventure, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,4900000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Gore', 'Action RPG', 'Souls-like', 'Co-op', 'Online Co-Op', 'Character Customization', 'Historical', 'Third-Person', 'Asynchronous Multiplayer', 'Swordplay', '3D', 'Open World', 'Violent', 'Multiple Endings']","PC, PlayStation",RPG,PC
Rise of the Ronin,2025-03-11,1340990.0,49.99,123000.0,4085.0,25393.0,51.75,"Action, Adventure, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,4900000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Gore', 'Action RPG', 'Souls-like', 'Co-op', 'Online Co-Op', 'Character Customization', 'Historical', 'Third-Person', 'Asynchronous Multiplayer', 'Swordplay', '3D', 'Open World', 'Violent', 'Multiple Endings']","PC, PlayStation",RPG,PlayStation
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,PC
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,PlayStation
Split Fiction,2025-03-06,2001120.0,49.99,2700000.0,49902.0,124000.0,98.01,"Action, Adventure",Hazelight Studios,Electronic Arts,AAA,109600000.0,"['Action', 'Adventure', 'Multiplayer', 'Action-Adventure', 'Co-op', 'Split Screen', 'Online Co-Op', 'Local Co-Op', 'Co-op Campaign', 'Female Protagonist', 'Fantasy', 'Sci-fi']","PC, PlayStation, Xbox",Action,Xbox
Carmen Sandiego,2025-03-04,2475300.0,29.99,1020.0,34.0,2504.0,76.471,"Adventure, Strategy",Gameloft,Gameloft,AA,24474.0,"['Strategy', 'Adventure', 'Singleplayer', 'Education', 'Hacking', 'Time Management', 'Hidden Object', 'Investigation', 'Detective', '3D', 'Puzzle', 'Stealth', 'Exploration', 'Colorful']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,PC
Carmen Sandiego,2025-03-04,2475300.0,29.99,1020.0,34.0,2504.0,76.471,"Adventure, Strategy",Gameloft,Gameloft,AA,24474.0,"['Strategy', 'Adventure', 'Singleplayer', 'Education', 'Hacking', 'Time Management', 'Hidden Object', 'Investigation', 'Detective', '3D', 'Puzzle', 'Stealth', 'Exploration', 'Colorful']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,PlayStation
Carmen Sandiego,2025-03-04,2475300.0,29.99,1020.0,34.0,2504.0,76.471,"Adventure, Strategy",Gameloft,Gameloft,AA,24474.0,"['Strategy', 'Adventure', 'Singleplayer', 'Education', 'Hacking', 'Time Management', 'Hidden Object', 'Investigation', 'Detective', '3D', 'Puzzle', 'Stealth', 'Exploration', 'Colorful']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Xbox
Carmen Sandiego,2025-03-04,2475300.0,29.99,1020.0,34.0,2504.0,76.471,"Adventure, Strategy",Gameloft,Gameloft,AA,24474.0,"['Strategy', 'Adventure', 'Singleplayer', 'Education', 'Hacking', 'Time Management', 'Hidden Object', 'Investigation', 'Detective', '3D', 'Puzzle', 'Stealth', 'Exploration', 'Colorful']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Mobile
Carmen Sandiego,2025-03-04,2475300.0,29.99,1020.0,34.0,2504.0,76.471,"Adventure, Strategy",Gameloft,Gameloft,AA,24474.0,"['Strategy', 'Adventure', 'Singleplayer', 'Education', 'Hacking', 'Time Management', 'Hidden Object', 'Investigation', 'Detective', '3D', 'Puzzle', 'Stealth', 'Exploration', 'Colorful']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Nintendo
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,PC
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,PlayStation
Monster Hunter Wilds,2025-02-28,2246340.0,69.99,6100000.0,176000.0,457000.0,59.188,"Action, Adventure, RPG",Capcom,Capcom,AAA,343500000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Underwater', 'Multiplayer', 'Action RPG', 'Souls-like', 'Co-op', 'Dragons', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Dating Sim', 'Hunting', 'Fantasy', 'Open World', 'Atmospheric', 'Great Soundtrack', 'Cute']","PC, PlayStation, Xbox",RPG,Xbox
PGA TOUR 2K25,2025-02-28,2385530.0,69.99,41880.0,1396.0,3166.0,63.897,"Simulation, RPG, Sports",HB Studios,2K,AAA,2300000.0,"['Simulation', 'Singleplayer', 'RPG', 'Multiplayer', 'Sports', 'Gore', 'Co-op', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Golf', 'Family Friendly', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,PC
PGA TOUR 2K25,2025-02-28,2385530.0,69.99,41880.0,1396.0,3166.0,63.897,"Simulation, RPG, Sports",HB Studios,2K,AAA,2300000.0,"['Simulation', 'Singleplayer', 'RPG', 'Multiplayer', 'Sports', 'Gore', 'Co-op', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Golf', 'Family Friendly', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,PlayStation
PGA TOUR 2K25,2025-02-28,2385530.0,69.99,41880.0,1396.0,3166.0,63.897,"Simulation, RPG, Sports",HB Studios,2K,AAA,2300000.0,"['Simulation', 'Singleplayer', 'RPG', 'Multiplayer', 'Sports', 'Gore', 'Co-op', 'Online Co-Op', 'Character Customization', 'Third-Person', 'Golf', 'Family Friendly', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Sports,Xbox
YuGiOh EARLY DAYS COLLECTION,2025-02-27,3013550.0,49.99,6540.0,218.0,5627.0,72.477,"Simulation, Strategy, RPG",Digital Eclipse,KONAMI,AA,262000.0,"['Strategy', 'Simulation', 'Singleplayer', 'RPG', 'Multiplayer', 'Trading Card Game', 'Deckbuilding', 'Card Battler', 'Card Game', 'Retro', 'Anime', 'Violent', 'PvP']","PC, Nintendo",Puzzle,PC
YuGiOh EARLY DAYS COLLECTION,2025-02-27,3013550.0,49.99,6540.0,218.0,5627.0,72.477,"Simulation, Strategy, RPG",Digital Eclipse,KONAMI,AA,262000.0,"['Strategy', 'Simulation', 'Singleplayer', 'RPG', 'Multiplayer', 'Trading Card Game', 'Deckbuilding', 'Card Battler', 'Card Game', 'Retro', 'Anime', 'Violent', 'PvP']","PC, Nintendo",Puzzle,Nintendo
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,PC
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,PlayStation
Like a Dragon Pirate Yakuza in Hawaii,2025-02-20,3061810.0,59.99,167000.0,5569.0,30816.0,91.65,"Action, Adventure, RPG",Ryu Ga Gotoku Studio,SEGA,AAA,8000000.0,"['Action', 'Adventure', 'RPG', 'Action-Adventure', 'Drama', 'Action RPG', 'Pirates', 'Naval Combat', 'Naval', 'Sailing', 'Character Customization', 'Hack and Slash', 'Third-Person', 'Cinematic', 'Swordplay', '3D', 'Exploration', 'JRPG', 'Fantasy', 'Funny']","PC, PlayStation, Xbox",Action,Xbox
Avowed,2025-02-18,2457220.0,69.99,250000.0,8340.0,104000.0,77.926,RPG,Obsidian Entertainment,Xbox Game Studios,AAA,14000000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Action RPG', 'First-Person', 'LGBTQ+', 'Character Customization', 'Third-Person', 'Magic', 'Combat', '3D', 'Fantasy', 'Open World', 'Story Rich', 'Atmospheric', 'Violent', 'Colorful', 'Mature']","PC, Xbox",RPG,PC
Avowed,2025-02-18,2457220.0,69.99,250000.0,8340.0,104000.0,77.926,RPG,Obsidian Entertainment,Xbox Game Studios,AAA,14000000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Action RPG', 'First-Person', 'LGBTQ+', 'Character Customization', 'Third-Person', 'Magic', 'Combat', '3D', 'Fantasy', 'Open World', 'Story Rich', 'Atmospheric', 'Violent', 'Colorful', 'Mature']","PC, Xbox",RPG,Xbox
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PC
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Xbox
Tomb Raider IVVI Remastered,2025-02-14,2525380.0,29.99,26130.0,871.0,10990.0,87.141,"Action, Adventure","Aspyr, Crystal Dynamics",Aspyr,AA,627000.0,"['Action', 'Adventure', 'Old School', 'Action-Adventure', 'Drama', 'Stylized', 'Puzzle Platformer', 'Mystery', 'Dark', 'Third-Person Shooter', 'Third-Person', 'Parkour', '3D Platformer', 'Precision Platformer', '3D', 'Platformer', 'Puzzle', 'Exploration', 'Retro', 'Atmospheric']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,PC
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,Xbox
WARRIORS Abyss,2025-02-12,3178350.0,24.99,28020.0,934.0,7615.0,85.867,"Action, RPG","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",AAA,558000.0,"['Action', 'Singleplayer', 'RPG', 'Action RPG', 'Dark Fantasy', 'Historical', 'Hack and Slash', 'Third-Person', 'Action Roguelike', 'Martial Arts', '3D', 'Top-Down', 'Roguelike', 'Roguelite', 'Musou']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo
Sid Meiers Civilization VII,2025-02-10,1295660.0,69.99,980000.0,36969.0,215000.0,49.855,"Simulation, Strategy",Firaxis Games,2K,AAA,54900000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Tactics', 'Stylized', 'Hex Grid', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Political Sim', 'Diplomacy', '4X', 'City Builder', 'PvP', 'Replay Value']","PC, PlayStation, Xbox, Nintendo",Strategy,PC
Sid Meiers Civilization VII,2025-02-10,1295660.0,69.99,980000.0,36969.0,215000.0,49.855,"Simulation, Strategy",Firaxis Games,2K,AAA,54900000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Tactics', 'Stylized', 'Hex Grid', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Political Sim', 'Diplomacy', '4X', 'City Builder', 'PvP', 'Replay Value']","PC, PlayStation, Xbox, Nintendo",Strategy,PlayStation
Sid Meiers Civilization VII,2025-02-10,1295660.0,69.99,980000.0,36969.0,215000.0,49.855,"Simulation, Strategy",Firaxis Games,2K,AAA,54900000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Tactics', 'Stylized', 'Hex Grid', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Political Sim', 'Diplomacy', '4X', 'City Builder', 'PvP', 'Replay Value']","PC, PlayStation, Xbox, Nintendo",Strategy,Xbox
Sid Meiers Civilization VII,2025-02-10,1295660.0,69.99,980000.0,36969.0,215000.0,49.855,"Simulation, Strategy",Firaxis Games,2K,AAA,54900000.0,"['Strategy', 'Simulation', 'Singleplayer', 'Multiplayer', 'Economy', 'Turn-Based Tactics', 'Stylized', 'Hex Grid', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Alternate History', 'Political Sim', 'Diplomacy', '4X', 'City Builder', 'PvP', 'Replay Value']","PC, PlayStation, Xbox, Nintendo",Strategy,Nintendo
Marvels SpiderMan 2,2025-01-30,2651280.0,59.99,476000.0,15859.0,60019.0,73.252,"Action, Adventure","Insomniac Games, Nixxes software",PlayStation Publishing LLC,AAA,22800000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'LGBTQ+', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Atmospheric', 'Great Soundtrack']","PC, PlayStation",Action,PC
Marvels SpiderMan 2,2025-01-30,2651280.0,59.99,476000.0,15859.0,60019.0,73.252,"Action, Adventure","Insomniac Games, Nixxes software",PlayStation Publishing LLC,AAA,22800000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Controller', 'Action-Adventure', ""Beat 'em up"", 'LGBTQ+', 'Third-Person', 'Political', 'Comic Book', 'Politics', 'Superhero', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Atmospheric', 'Great Soundtrack']","PC, PlayStation",Action,PlayStation
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,PC
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,PlayStation
Sniper Elite Resistance,2025-01-30,2169200.0,49.99,82200.0,2740.0,20550.0,69.015,"Action, Adventure",Rebellion,Rebellion,AA,3300000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Action-Adventure', 'Gore', 'Third-Person Shooter', 'War', 'Third-Person', 'World War II', 'Sniper', 'Stealth', 'Violent']","PC, PlayStation, Xbox",Action,Xbox
